Date,Amount,Category
2022-09-20,464.12,Healthcare
2022-09-20,343.1,Shopping
2022-09-21,474.07,Freelance
2022-09-21,259.56,Healthcare
2022-09-21,2044.99,Salary
2022-09-21,444.23,Shopping
2022-09-22,292.35,Groceries
2022-09-22,439.4,Investment Return
2022-09-22,401.73,Entertainment
2022-09-22,2086.41,Salary
2022-09-22,375.83,Education
2022-09-22,979.48,Rent
2022-09-23,351.37,Entertainment
2022-09-23,1992.95,Salary
2022-09-23,55.08,Education
2022-09-23,303.05,Transport
2022-09-23,423.19,Entertainment
2022-09-24,409.82,Entertainment
2022-09-24,192.69,Utilities
2022-09-24,20.63,Education
2022-09-25,185.55,Groceries
2022-09-25,865.87,Rent
2022-09-25,476.7,Utilities
2022-09-26,507.55,Freelance
2022-09-26,428.0,Shopping
2022-09-26,478.91,Utilities
2022-09-26,289.84,Shopping
2022-09-26,1000.43,Rent
2022-09-26,231.76,Transport
2022-09-26,2028.38,Salary
2022-09-27,432.64,Utilities
2022-09-27,351.35,Entertainment
2022-09-27,114.46,Education
2022-09-27,379.89,Freelance
2022-09-28,279.76,Entertainment
2022-09-28,2056.39,Salary
2022-09-28,43.52,Shopping
2022-09-28,2125.06,Salary
2022-09-28,1015.48,Rent
2022-09-28,241.69,Groceries
2022-09-28,1079.98,Rent
2022-09-29,740.24,Investment Return
2022-09-29,240.1,Transport
2022-09-29,480.24,Utilities
2022-09-29,232.05,Healthcare
2022-09-29,218.01,Education
2022-09-29,63.65,Transport
2022-09-29,571.48,Investment Return
2022-09-30,31.6,Entertainment
2022-09-30,1931.2,Salary
2022-09-30,620.29,Investment Return
2022-09-30,1914.09,Salary
2022-10-01,241.13,Shopping
2022-10-01,454.02,Entertainment
2022-10-01,170.85,Groceries
2022-10-01,969.09,Rent
2022-10-01,377.25,Investment Return
2022-10-01,2024.52,Salary
2022-10-02,360.66,Education
2022-10-02,244.23,Healthcare
2022-10-02,177.66,Entertainment
2022-10-02,166.44,Utilities
2022-10-02,187.12,Healthcare
2022-10-02,22.66,Shopping
2022-10-02,2000.68,Salary
2022-10-02,519.84,Freelance
2022-10-02,561.0,Freelance
2022-10-03,265.01,Education
2022-10-03,263.28,Entertainment
2022-10-03,95.91,Shopping
2022-10-03,192.26,Entertainment
2022-10-03,1982.92,Salary
2022-10-04,507.07,Freelance
2022-10-04,209.07,Groceries
2022-10-04,23.58,Education
2022-10-04,171.39,Entertainment
2022-10-04,61.8,Shopping
2022-10-04,2020.92,Salary
2022-10-05,1953.71,Salary
2022-10-05,296.11,Healthcare
2022-10-06,116.41,Entertainment
2022-10-06,39.65,Healthcare
2022-10-06,83.44,Healthcare
2022-10-06,208.57,Education
2022-10-06,285.43,Healthcare
2022-10-06,1868.49,Salary
2022-10-06,441.21,Utilities
2022-10-06,1809.9,Salary
2022-10-06,326.92,Education
2022-10-06,1043.46,Rent
2022-10-07,255.38,Groceries
2022-10-07,123.64,Education
2022-10-07,399.39,Healthcare
2022-10-07,277.23,Entertainment
2022-10-07,429.62,Entertainment
2022-10-07,389.34,Healthcare
2022-10-07,77.42,Education
2022-10-08,12.78,Entertainment
2022-10-08,965.29,Rent
2022-10-08,88.8,Education
2022-10-08,248.05,Shopping
2022-10-09,351.46,Shopping
2022-10-09,971.02,Rent
2022-10-09,216.36,Utilities
2022-10-09,1885.56,Salary
2022-10-10,255.17,Groceries
2022-10-10,115.1,Utilities
2022-10-11,215.34,Transport
2022-10-11,1047.26,Rent
2022-10-11,395.84,Education
2022-10-11,924.29,Rent
2022-10-12,436.91,Utilities
2022-10-12,593.76,Investment Return
2022-10-12,2261.99,Salary
2022-10-12,221.19,Groceries
2022-10-12,51.0,Education
2022-10-12,159.4,Entertainment
2022-10-13,555.65,Freelance
2022-10-13,467.63,Education
2022-10-13,36.08,Utilities
2022-10-13,64.33,Education
2022-10-13,65.86,Entertainment
2022-10-13,98.63,Shopping
2022-10-13,53.83,Education
2022-10-13,1051.76,Rent
2022-10-13,309.74,Utilities
2022-10-13,323.68,Transport
2022-10-13,60.63,Shopping
2022-10-13,185.05,Utilities
2022-10-14,249.86,Healthcare
2022-10-14,98.17,Entertainment
2022-10-14,25.79,Healthcare
2022-10-14,1999.07,Salary
2022-10-14,13.94,Healthcare
2022-10-14,229.77,Education
2022-10-14,255.51,Groceries
2022-10-14,442.57,Transport
2022-10-14,82.43,Education
2022-10-14,484.85,Education
2022-10-15,133.17,Shopping
2022-10-15,131.3,Utilities
2022-10-15,386.39,Transport
2022-10-16,356.65,Education
2022-10-16,311.98,Education
2022-10-16,377.88,Education
2022-10-16,326.77,Utilities
2022-10-16,241.57,Healthcare
2022-10-16,204.03,Groceries
2022-10-17,383.88,Education
2022-10-17,469.13,Freelance
2022-10-17,440.1,Transport
2022-10-18,187.58,Groceries
2022-10-18,161.76,Groceries
2022-10-18,59.38,Healthcare
2022-10-18,2048.45,Salary
2022-10-18,2042.98,Salary
2022-10-18,1021.22,Rent
2022-10-18,1890.82,Salary
2022-10-19,373.31,Entertainment
2022-10-19,1039.07,Rent
2022-10-19,29.83,Entertainment
2022-10-19,1099.46,Rent
2022-10-20,114.11,Healthcare
2022-10-20,32.26,Healthcare
2022-10-20,422.03,Education
2022-10-21,247.22,Groceries
2022-10-21,345.67,Shopping
2022-10-21,389.7,Education
2022-10-21,2022.48,Salary
2022-10-21,278.74,Education
2022-10-21,284.96,Groceries
2022-10-22,180.48,Groceries
2022-10-22,233.44,Groceries
2022-10-22,157.98,Education
2022-10-22,476.88,Shopping
2022-10-22,407.88,Utilities
2022-10-22,565.16,Freelance
2022-10-22,1055.32,Rent
2022-10-22,28.93,Shopping
2022-10-22,103.53,Entertainment
2022-10-22,117.36,Healthcare
2022-10-22,1969.77,Salary
2022-10-23,345.88,Utilities
2022-10-23,540.67,Freelance
2022-10-23,468.16,Transport
2022-10-23,151.28,Groceries
2022-10-24,160.43,Entertainment
2022-10-24,360.17,Investment Return
2022-10-24,260.68,Education
2022-10-25,484.1,Shopping
2022-10-25,442.05,Utilities
2022-10-25,251.6,Entertainment
2022-10-25,357.15,Shopping
2022-10-25,483.66,Investment Return
2022-10-25,1022.56,Rent
2022-10-25,479.85,Transport
2022-10-25,249.53,Groceries
2022-10-26,266.69,Entertainment
2022-10-26,397.36,Utilities
2022-10-26,269.61,Groceries
2022-10-26,249.81,Healthcare
2022-10-26,105.84,Healthcare
2022-10-26,445.94,Shopping
2022-10-27,52.86,Healthcare
2022-10-27,233.19,Entertainment
2022-10-27,2135.25,Salary
2022-10-28,64.55,Education
2022-10-28,339.1,Shopping
2022-10-29,447.65,Transport
2022-10-29,2049.69,Salary
2022-10-29,793.63,Investment Return
2022-10-29,406.64,Education
2022-10-29,166.76,Utilities
2022-10-30,336.53,Education
2022-10-30,206.05,Shopping
2022-10-30,279.91,Transport
2022-10-31,437.49,Shopping
2022-10-31,72.65,Shopping
2022-10-31,24.11,Utilities
2022-10-31,116.53,Shopping
2022-10-31,378.45,Utilities
2022-10-31,176.89,Groceries
2022-11-01,413.82,Investment Return
2022-11-01,342.62,Entertainment
2022-11-01,235.82,Groceries
2022-11-01,229.05,Entertainment
2022-11-01,292.64,Education
2022-11-01,966.25,Rent
2022-11-02,225.01,Utilities
2022-11-02,252.4,Utilities
2022-11-02,222.04,Healthcare
2022-11-03,278.71,Entertainment
2022-11-03,211.62,Groceries
2022-11-03,326.8,Healthcare
2022-11-03,382.31,Freelance
2022-11-04,336.36,Groceries
2022-11-04,2134.78,Salary
2022-11-04,65.42,Shopping
2022-11-04,94.7,Education
2022-11-04,300.99,Education
2022-11-04,224.16,Education
2022-11-04,116.48,Shopping
2022-11-05,433.57,Transport
2022-11-05,279.97,Utilities
2022-11-05,686.47,Freelance
2022-11-05,86.11,Entertainment
2022-11-05,354.7,Shopping
2022-11-06,287.11,Healthcare
2022-11-06,279.11,Shopping
2022-11-06,114.28,Education
2022-11-06,299.81,Shopping
2022-11-06,179.74,Utilities
2022-11-07,169.45,Entertainment
2022-11-07,73.35,Entertainment
2022-11-07,403.96,Education
2022-11-07,150.74,Education
2022-11-08,377.89,Investment Return
2022-11-08,2016.34,Salary
2022-11-08,954.98,Rent
2022-11-08,206.74,Healthcare
2022-11-08,518.05,Investment Return
2022-11-08,47.46,Healthcare
2022-11-08,2090.78,Salary
2022-11-09,2035.71,Salary
2022-11-09,340.19,Healthcare
2022-11-10,1983.92,Salary
2022-11-10,60.61,Education
2022-11-11,438.85,Entertainment
2022-11-11,194.92,Groceries
2022-11-11,223.09,Shopping
2022-11-11,228.15,Entertainment
2022-11-11,991.22,Rent
2022-11-12,353.81,Entertainment
2022-11-12,995.81,Rent
2022-11-12,444.75,Shopping
2022-11-13,220.06,Healthcare
2022-11-13,389.81,Education
2022-11-13,179.17,Groceries
2022-11-13,189.32,Utilities
2022-11-13,943.27,Rent
2022-11-13,53.74,Entertainment
2022-11-13,161.19,Healthcare
2022-11-14,106.95,Utilities
2022-11-15,419.83,Utilities
2022-11-15,224.05,Entertainment
2022-11-15,157.06,Groceries
2022-11-15,171.68,Entertainment
2022-11-15,25.69,Education
2022-11-15,178.23,Groceries
2022-11-15,210.55,Education
2022-11-15,160.55,Groceries
2022-11-16,486.4,Shopping
2022-11-16,1966.07,Salary
2022-11-16,1929.63,Salary
2022-11-17,345.34,Education
2022-11-17,387.15,Education
2022-11-17,504.43,Investment Return
2022-11-17,992.27,Rent
2022-11-17,663.59,Freelance
2022-11-17,183.32,Transport
2022-11-17,90.73,Education
2022-11-18,1055.57,Rent
2022-11-18,2047.6,Salary
2022-11-19,121.96,Healthcare
2022-11-19,260.41,Healthcare
2022-11-19,548.14,Freelance
2022-11-19,359.16,Investment Return
2022-11-19,182.61,Entertainment
2022-11-19,2010.54,Salary
2022-11-19,712.47,Investment Return
2022-11-19,394.45,Transport
2022-11-19,282.11,Shopping
2022-11-20,469.11,Shopping
2022-11-20,92.72,Transport
2022-11-20,434.42,Freelance
2022-11-20,2169.97,Salary
2022-11-20,233.27,Entertainment
2022-11-21,524.07,Investment Return
2022-11-21,445.23,Healthcare
2022-11-21,372.68,Shopping
2022-11-21,1009.24,Rent
2022-11-22,211.61,Education
2022-11-22,302.36,Entertainment
2022-11-22,373.95,Education
2022-11-22,440.71,Transport
2022-11-22,352.58,Entertainment
2022-11-22,356.95,Shopping
2022-11-22,477.92,Freelance
2022-11-23,263.23,Groceries
2022-11-23,1050.06,Rent
2022-11-23,461.63,Education
2022-11-23,298.67,Shopping
2022-11-23,319.85,Shopping
2022-11-23,499.0,Education
2022-11-23,246.29,Education
2022-11-24,423.65,Investment Return
2022-11-24,409.24,Education
2022-11-24,349.81,Transport
2022-11-24,398.02,Education
2022-11-24,427.06,Shopping
2022-11-25,16.31,Utilities
2022-11-25,124.36,Shopping
2022-11-25,88.35,Transport
2022-11-25,1919.57,Salary
2022-11-25,1006.75,Rent
2022-11-25,550.7,Investment Return
2022-11-25,339.04,Utilities
2022-11-25,24.0,Shopping
2022-11-26,410.25,Utilities
2022-11-26,440.43,Transport
2022-11-26,306.94,Investment Return
2022-11-26,260.32,Groceries
2022-11-26,144.14,Education
2022-11-27,79.67,Transport
2022-11-27,346.73,Entertainment
2022-11-27,1007.9,Rent
2022-11-27,467.86,Freelance
2022-11-27,397.96,Transport
2022-11-27,239.52,Entertainment
2022-11-27,129.21,Education
2022-11-28,287.69,Education
2022-11-28,670.65,Investment Return
2022-11-28,334.92,Education
2022-11-28,455.2,Shopping
2022-11-28,211.53,Groceries
2022-11-28,476.28,Transport
2022-11-29,455.1,Freelance
2022-11-29,324.93,Utilities
2022-11-29,256.56,Utilities
2022-11-29,491.29,Utilities
2022-11-30,292.19,Entertainment
2022-11-30,470.75,Shopping
2022-11-30,409.86,Utilities
2022-12-01,261.97,Utilities
2022-12-01,237.61,Groceries
2022-12-01,386.74,Education
2022-12-01,357.51,Transport
2022-12-01,248.02,Education
2022-12-01,13.74,Utilities
2022-12-01,143.9,Transport
2022-12-01,2156.76,Salary
2022-12-01,602.01,Freelance
2022-12-02,172.86,Groceries
2022-12-02,971.06,Rent
2022-12-02,291.75,Utilities
2022-12-02,159.28,Shopping
2022-12-03,492.7,Freelance
2022-12-04,505.24,Freelance
2022-12-04,1064.53,Rent
2022-12-04,319.24,Entertainment
2022-12-04,1029.95,Rent
2022-12-04,285.03,Healthcare
2022-12-05,2210.69,Salary
2022-12-05,59.2,Utilities
2022-12-05,325.63,Shopping
2022-12-05,23.42,Transport
2022-12-05,214.78,Groceries
2022-12-05,483.58,Utilities
2022-12-05,289.3,Entertainment
2022-12-05,415.91,Healthcare
2022-12-05,438.15,Healthcare
2022-12-06,489.81,Shopping
2022-12-06,1897.99,Salary
2022-12-06,377.93,Entertainment
2022-12-06,440.89,Transport
2022-12-06,1950.56,Salary
2022-12-06,481.27,Healthcare
2022-12-06,260.53,Entertainment
2022-12-07,308.42,Healthcare
2022-12-07,2079.35,Salary
2022-12-07,476.61,Education
2022-12-07,284.7,Entertainment
2022-12-07,394.66,Transport
2022-12-07,11.16,Transport
2022-12-08,440.3,Transport
2022-12-08,567.77,Freelance
2022-12-08,612.73,Investment Return
2022-12-09,232.15,Shopping
2022-12-09,545.55,Freelance
2022-12-09,16.96,Healthcare
2022-12-10,370.43,Healthcare
2022-12-10,128.86,Transport
2022-12-10,466.52,Freelance
2022-12-10,283.61,Entertainment
2022-12-11,227.46,Groceries
2022-12-11,289.62,Entertainment
2022-12-11,402.09,Entertainment
2022-12-11,296.94,Transport
2022-12-11,1933.01,Salary
2022-12-11,168.71,Utilities
2022-12-11,190.76,Shopping
2022-12-11,284.08,Education
2022-12-11,944.7,Rent
2022-12-12,253.39,Entertainment
2022-12-12,287.49,Groceries
2022-12-12,618.42,Investment Return
2022-12-13,76.23,Utilities
2022-12-13,350.55,Transport
2022-12-13,375.19,Shopping
2022-12-13,265.08,Healthcare
2022-12-14,1998.93,Salary
2022-12-14,299.76,Entertainment
2022-12-14,604.51,Investment Return
2022-12-14,244.93,Groceries
2022-12-14,212.09,Healthcare
2022-12-14,1018.88,Rent
2022-12-14,422.96,Healthcare
2022-12-14,188.39,Transport
2022-12-14,256.5,Transport
2022-12-15,337.68,Utilities
2022-12-15,432.28,Transport
2022-12-15,179.53,Healthcare
2022-12-15,279.67,Entertainment
2022-12-15,268.17,Groceries
2022-12-16,503.73,Investment Return
2022-12-16,338.22,Entertainment
2022-12-16,172.93,Groceries
2022-12-16,977.68,Rent
2022-12-16,78.1,Transport
2022-12-16,468.09,Utilities
2022-12-17,554.92,Investment Return
2022-12-17,269.27,Shopping
2022-12-17,2072.78,Salary
2022-12-17,2176.15,Salary
2022-12-18,123.59,Utilities
2022-12-18,959.05,Rent
2022-12-18,471.6,Education
2022-12-18,379.19,Healthcare
2022-12-19,28.12,Utilities
2022-12-19,331.17,Entertainment
2022-12-19,193.24,Groceries
2022-12-19,208.06,Groceries
2022-12-19,222.5,Groceries
2022-12-20,361.49,Healthcare
2022-12-20,639.43,Freelance
2022-12-20,1940.56,Salary
2022-12-20,59.1,Transport
2022-12-20,1013.65,Rent
2022-12-20,2111.63,Salary
2022-12-20,308.16,Entertainment
2022-12-21,595.01,Investment Return
2022-12-21,323.7,Healthcare
2022-12-22,497.99,Shopping
2022-12-22,190.8,Shopping
2022-12-22,31.04,Education
2022-12-22,26.21,Healthcare
2022-12-22,293.78,Freelance
2022-12-23,471.06,Investment Return
2022-12-24,52.82,Shopping
2022-12-24,420.56,Transport
2022-12-24,449.77,Freelance
2022-12-24,317.16,Entertainment
2022-12-24,157.57,Shopping
2022-12-24,275.55,Groceries
2022-12-25,28.78,Healthcare
2022-12-25,181.01,Groceries
2022-12-25,503.39,Investment Return
2022-12-25,163.58,Groceries
2022-12-25,1965.97,Salary
2022-12-26,192.32,Groceries
2022-12-26,969.01,Rent
2022-12-26,460.29,Investment Return
2022-12-26,174.02,Shopping
2022-12-26,35.96,Shopping
2022-12-26,465.49,Healthcare
2022-12-26,90.95,Healthcare
2022-12-26,1976.71,Salary
2022-12-26,1073.72,Rent
2022-12-27,314.38,Groceries
2022-12-27,976.39,Rent
2022-12-27,70.38,Transport
2022-12-27,249.42,Healthcare
2022-12-28,1044.69,Rent
2022-12-28,961.59,Rent
2022-12-28,437.85,Education
2022-12-29,975.57,Rent
2022-12-29,106.49,Education
2022-12-29,17.86,Education
2022-12-29,144.22,Shopping
2022-12-29,126.02,Shopping
2022-12-29,2146.11,Salary
2022-12-30,473.8,Investment Return
2022-12-30,956.28,Rent
2022-12-30,309.44,Shopping
2022-12-30,181.35,Shopping
2022-12-31,219.08,Healthcare
2022-12-31,389.03,Transport
2022-12-31,103.58,Transport
2023-01-01,245.77,Groceries
2023-01-01,474.46,Education
2023-01-02,383.3,Entertainment
2023-01-02,64.31,Healthcare
2023-01-02,420.38,Healthcare
2023-01-02,487.72,Education
2023-01-02,468.64,Healthcare
2023-01-02,51.67,Transport
2023-01-02,481.25,Freelance
2023-01-03,240.66,Shopping
2023-01-03,325.41,Utilities
2023-01-03,464.99,Healthcare
2023-01-04,98.41,Shopping
2023-01-04,200.83,Entertainment
2023-01-04,2012.71,Salary
2023-01-04,485.3,Freelance
2023-01-04,483.46,Investment Return
2023-01-04,282.95,Utilities
2023-01-04,2029.92,Salary
2023-01-04,300.26,Education
2023-01-05,217.77,Utilities
2023-01-05,481.02,Investment Return
2023-01-05,504.86,Investment Return
2023-01-05,263.4,Healthcare
2023-01-05,970.6,Rent
2023-01-05,119.16,Transport
2023-01-05,388.7,Shopping
2023-01-06,106.02,Transport
2023-01-06,236.84,Entertainment
2023-01-06,360.24,Investment Return
2023-01-06,531.08,Freelance
2023-01-06,173.69,Groceries
2023-01-07,392.62,Shopping
2023-01-07,257.76,Groceries
2023-01-07,232.3,Groceries
2023-01-07,385.95,Education
2023-01-07,246.54,Entertainment
2023-01-07,92.67,Education
2023-01-07,580.85,Freelance
2023-01-08,2019.15,Salary
2023-01-08,444.75,Healthcare
2023-01-08,386.34,Investment Return
2023-01-08,195.31,Groceries
2023-01-08,1833.74,Salary
2023-01-08,272.88,Transport
2023-01-09,116.32,Education
2023-01-09,219.4,Groceries
2023-01-09,936.57,Rent
2023-01-09,361.97,Healthcare
2023-01-09,29.43,Utilities
2023-01-09,2241.45,Salary
2023-01-09,25.57,Utilities
2023-01-09,221.94,Education
2023-01-09,337.24,Education
2023-01-10,937.29,Rent
2023-01-10,418.69,Healthcare
2023-01-10,529.94,Investment Return
2023-01-10,2003.77,Salary
2023-01-10,73.81,Education
2023-01-10,181.95,Utilities
2023-01-11,192.44,Utilities
2023-01-11,437.07,Shopping
2023-01-11,150.3,Transport
2023-01-11,967.08,Rent
2023-01-11,356.3,Freelance
2023-01-11,143.51,Utilities
2023-01-11,292.93,Education
2023-01-11,612.88,Investment Return
2023-01-12,43.26,Transport
2023-01-12,274.96,Education
2023-01-12,903.61,Rent
2023-01-12,359.52,Healthcare
2023-01-12,1102.43,Rent
2023-01-13,77.15,Utilities
2023-01-13,410.37,Investment Return
2023-01-13,132.08,Entertainment
2023-01-13,47.55,Shopping
2023-01-13,505.89,Freelance
2023-01-13,259.34,Utilities
2023-01-13,521.3,Freelance
2023-01-14,435.4,Entertainment
2023-01-14,106.99,Shopping
2023-01-14,231.04,Utilities
2023-01-14,390.97,Education
2023-01-14,59.86,Utilities
2023-01-15,398.22,Shopping
2023-01-15,238.8,Utilities
2023-01-15,30.1,Education
2023-01-15,105.99,Entertainment
2023-01-15,43.02,Utilities
2023-01-16,368.25,Education
2023-01-16,84.31,Transport
2023-01-16,420.37,Shopping
2023-01-16,163.21,Groceries
2023-01-16,2063.6,Salary
2023-01-16,68.97,Education
2023-01-16,377.98,Utilities
2023-01-17,951.99,Rent
2023-01-17,89.01,Healthcare
2023-01-17,462.93,Utilities
2023-01-17,398.11,Utilities
2023-01-17,25.08,Education
2023-01-17,36.5,Shopping
2023-01-17,1951.26,Salary
2023-01-18,405.83,Transport
2023-01-18,179.52,Groceries
2023-01-18,572.06,Freelance
2023-01-18,417.31,Transport
2023-01-18,194.89,Groceries
2023-01-19,101.65,Healthcare
2023-01-19,665.27,Investment Return
2023-01-19,120.69,Utilities
2023-01-19,242.44,Entertainment
2023-01-19,191.96,Groceries
2023-01-20,97.79,Transport
2023-01-20,16.49,Entertainment
2023-01-20,105.15,Entertainment
2023-01-20,312.85,Shopping
2023-01-21,140.55,Education
2023-01-21,653.38,Freelance
2023-01-21,16.25,Entertainment
2023-01-21,166.49,Groceries
2023-01-21,433.6,Transport
2023-01-21,118.58,Entertainment
2023-01-21,337.82,Healthcare
2023-01-22,224.54,Education
2023-01-22,922.4,Rent
2023-01-22,625.19,Freelance
2023-01-22,126.71,Shopping
2023-01-22,159.69,Shopping
2023-01-22,445.72,Freelance
2023-01-22,136.45,Transport
2023-01-22,328.18,Utilities
2023-01-23,418.49,Shopping
2023-01-23,430.82,Education
2023-01-23,465.04,Entertainment
2023-01-23,366.24,Transport
2023-01-24,180.36,Utilities
2023-01-24,455.5,Investment Return
2023-01-24,499.13,Shopping
2023-01-24,225.37,Entertainment
2023-01-25,964.84,Rent
2023-01-25,531.31,Freelance
2023-01-25,442.2,Entertainment
2023-01-25,217.93,Entertainment
2023-01-25,436.76,Entertainment
2023-01-25,500.37,Investment Return
2023-01-26,200.19,Groceries
2023-01-26,2054.24,Salary
2023-01-26,335.5,Transport
2023-01-26,565.51,Freelance
2023-01-26,221.26,Healthcare
2023-01-26,57.14,Education
2023-01-27,263.83,Entertainment
2023-01-27,33.06,Utilities
2023-01-27,151.6,Education
2023-01-27,225.19,Utilities
2023-01-27,597.41,Investment Return
2023-01-27,153.54,Groceries
2023-01-27,211.38,Groceries
2023-01-27,249.81,Healthcare
2023-01-27,2055.65,Salary
2023-01-28,283.06,Education
2023-01-28,490.26,Education
2023-01-28,314.12,Education
2023-01-28,399.85,Transport
2023-01-28,406.22,Education
2023-01-28,256.34,Transport
2023-01-29,252.1,Utilities
2023-01-29,364.75,Education
2023-01-29,199.14,Transport
2023-01-29,207.31,Education
2023-01-30,628.82,Freelance
2023-01-30,484.16,Entertainment
2023-01-30,342.0,Healthcare
2023-01-30,436.33,Healthcare
2023-01-30,1003.93,Rent
2023-01-31,1057.41,Rent
2023-01-31,335.85,Utilities
2023-01-31,77.74,Healthcare
2023-01-31,497.63,Shopping
2023-01-31,372.45,Utilities
2023-01-31,257.5,Utilities
2023-02-01,370.22,Healthcare
2023-02-01,129.14,Healthcare
2023-02-01,593.07,Investment Return
2023-02-01,115.84,Shopping
2023-02-01,553.45,Freelance
2023-02-02,171.75,Groceries
2023-02-02,173.5,Transport
2023-02-02,389.35,Investment Return
2023-02-02,956.39,Rent
2023-02-03,918.38,Rent
2023-02-03,2033.7,Salary
2023-02-03,84.82,Transport
2023-02-03,385.94,Transport
2023-02-04,1063.4,Rent
2023-02-04,359.42,Investment Return
2023-02-04,124.22,Education
2023-02-04,1015.62,Rent
2023-02-04,478.69,Utilities
2023-02-04,190.65,Healthcare
2023-02-05,424.71,Education
2023-02-05,209.62,Transport
2023-02-05,478.5,Freelance
2023-02-05,417.52,Freelance
2023-02-05,2071.79,Salary
2023-02-05,288.16,Healthcare
2023-02-05,261.52,Groceries
2023-02-06,307.4,Transport
2023-02-06,441.72,Utilities
2023-02-06,466.32,Utilities
2023-02-06,291.78,Freelance
2023-02-06,1901.23,Salary
2023-02-06,203.86,Utilities
2023-02-07,438.05,Investment Return
2023-02-07,937.55,Rent
2023-02-07,975.65,Rent
2023-02-07,364.18,Healthcare
2023-02-07,326.75,Healthcare
2023-02-07,211.09,Healthcare
2023-02-07,490.03,Investment Return
2023-02-07,213.23,Shopping
2023-02-08,969.21,Rent
2023-02-08,1983.21,Salary
2023-02-08,176.98,Healthcare
2023-02-09,1030.71,Rent
2023-02-09,93.1,Education
2023-02-09,239.2,Groceries
2023-02-10,904.18,Rent
2023-02-10,483.07,Utilities
2023-02-10,41.96,Shopping
2023-02-10,437.54,Investment Return
2023-02-10,186.25,Entertainment
2023-02-10,107.27,Entertainment
2023-02-11,58.3,Healthcare
2023-02-11,472.3,Transport
2023-02-12,200.91,Groceries
2023-02-12,415.66,Entertainment
2023-02-12,400.68,Utilities
2023-02-12,80.37,Entertainment
2023-02-12,2051.03,Salary
2023-02-12,140.15,Education
2023-02-13,48.87,Education
2023-02-13,458.59,Freelance
2023-02-13,144.91,Education
2023-02-13,180.81,Groceries
2023-02-13,491.54,Education
2023-02-13,212.84,Groceries
2023-02-13,1744.25,Salary
2023-02-14,1971.5,Salary
2023-02-14,477.28,Education
2023-02-14,456.21,Education
2023-02-15,405.8,Education
2023-02-15,390.72,Utilities
2023-02-15,1885.94,Salary
2023-02-15,2049.03,Salary
2023-02-15,178.55,Entertainment
2023-02-15,2137.76,Salary
2023-02-15,240.56,Shopping
2023-02-15,218.25,Utilities
2023-02-15,928.76,Rent
2023-02-16,485.8,Investment Return
2023-02-16,88.07,Utilities
2023-02-16,437.9,Entertainment
2023-02-16,78.64,Healthcare
2023-02-16,984.62,Rent
2023-02-16,386.34,Utilities
2023-02-17,451.92,Shopping
2023-02-17,2128.95,Salary
2023-02-17,200.9,Groceries
2023-02-17,388.98,Healthcare
2023-02-17,1038.69,Rent
2023-02-18,401.19,Shopping
2023-02-18,478.56,Shopping
2023-02-18,355.15,Transport
2023-02-18,151.45,Groceries
2023-02-18,157.67,Groceries
2023-02-19,636.21,Freelance
2023-02-19,1007.14,Rent
2023-02-19,256.09,Healthcare
2023-02-19,1915.37,Salary
2023-02-20,427.55,Transport
2023-02-20,1015.57,Rent
2023-02-20,28.37,Utilities
2023-02-20,432.38,Education
2023-02-20,627.86,Freelance
2023-02-21,968.79,Rent
2023-02-21,260.2,Education
2023-02-21,455.25,Freelance
2023-02-21,220.22,Utilities
2023-02-22,204.38,Groceries
2023-02-22,332.61,Healthcare
2023-02-22,2076.36,Salary
2023-02-23,144.9,Healthcare
2023-02-23,413.33,Transport
2023-02-23,177.01,Healthcare
2023-02-23,966.38,Rent
2023-02-23,95.31,Healthcare
2023-02-24,170.14,Transport
2023-02-24,60.13,Entertainment
2023-02-24,1014.68,Rent
2023-02-24,63.85,Entertainment
2023-02-24,489.68,Healthcare
2023-02-24,2175.23,Salary
2023-02-25,2061.02,Salary
2023-02-25,83.22,Shopping
2023-02-25,238.62,Transport
2023-02-25,451.73,Education
2023-02-25,479.06,Freelance
2023-02-25,2017.86,Salary
2023-02-26,445.27,Utilities
2023-02-26,916.7,Rent
2023-02-26,49.24,Healthcare
2023-02-26,475.6,Healthcare
2023-02-27,177.23,Transport
2023-02-27,409.39,Entertainment
2023-02-28,725.44,Investment Return
2023-02-28,67.91,Transport
2023-02-28,228.61,Entertainment
2023-02-28,17.35,Shopping
2023-02-28,496.35,Investment Return
2023-02-28,155.94,Utilities
2023-03-01,186.73,Healthcare
2023-03-01,2116.13,Salary
2023-03-01,276.43,Entertainment
2023-03-01,156.52,Transport
2023-03-01,320.01,Transport
2023-03-01,435.95,Investment Return
2023-03-01,239.41,Transport
2023-03-02,225.49,Shopping
2023-03-02,346.79,Investment Return
2023-03-02,408.54,Transport
2023-03-02,209.91,Education
2023-03-02,2012.76,Salary
2023-03-02,511.75,Freelance
2023-03-02,38.07,Shopping
2023-03-02,56.06,Education
2023-03-02,112.42,Shopping
2023-03-03,315.62,Education
2023-03-03,101.5,Entertainment
2023-03-03,353.81,Entertainment
2023-03-03,201.21,Groceries
2023-03-03,134.49,Healthcare
2023-03-03,373.07,Investment Return
2023-03-04,575.83,Freelance
2023-03-04,18.16,Entertainment
2023-03-04,459.61,Freelance
2023-03-04,224.27,Groceries
2023-03-04,185.1,Transport
2023-03-04,206.63,Transport
2023-03-05,467.5,Investment Return
